episode,return,length,success,epsilon,curriculum_radius
0,-71.2514718234539,36,1,0.9996,4
1,-567.7859545747436,200,0,0.9973,4
2,-29.222876365979506,16,1,0.9971,4
3,-27.45216568460066,19,1,0.9969,4
4,-552.2923675273847,187,1,0.9948,4
5,-19.840727501610917,11,1,0.9947,4
6,-616.7859545747426,200,0,0.9924,4
7,-490.44522707313354,189,1,0.9903,4
8,-227.3022497857613,89,1,0.9893,4
9,-493.14927108089194,200,0,0.987,4
10,-423.2637720699117,167,1,0.9851,4
11,-11.840727501610917,11,1,0.985,4
12,-209.14939024001382,87,1,0.984,4
13,-4.993587047358355,13,1,0.9839,4
14,-557.7859545747438,200,0,0.9816,4
15,-35.07001682023207,14,1,0.9815,4
16,-54.41074432184301,25,1,0.9812,4
17,-14.764297728737198,10,1,0.9811,4
18,4.194280908505121,4,1,0.981,4
19,-567.2859545747432,200,0,0.9788,4
20,-59.48717409471671,26,1,0.9785,4
21,-87.66862909793858,48,1,0.9779,4
22,4.388561817010243,8,1,0.9778,4
23,9.84714045425256,2,1,0.9778,4
24,-528.9038057103752,195,1,0.9756,4
25,-517.7469021479292,200,0,0.9733,4
26,-45.25788477609554,23,1,0.9731,4
27,-129.27365432828674,69,1,0.9723,4
28,-574.7859545747432,200,0,0.97,4
29,-127.43933977931746,45,1,0.9695,4
30,-270.6779856974883,107,1,0.9683,4
31,-245.81801933795242,135,1,0.9668,6
32,-16.493587047358357,13,1,0.9666,6
33,-159.6972245554131,68,1,0.9659,6
34,-633.7859545747424,200,0,0.9636,6
35,-432.19375524967955,153,1,0.9619,6
36,-466.7859545747445,200,0,0.9596,6
37,-176.2736543282868,69,1,0.9588,6
38,-442.5408957039321,151,1,0.9571,6
39,-119.24505887081236,49,1,0.9566,6
40,-520.1883235077067,200,0,0.9543,6
41,-434.2859545747445,200,0,0.9521,6
42,-79.21005046069627,42,1,0.9516,6
43,3.617851135631401,5,1,0.9515,6
44,-42.29930613885324,17,1,0.9513,6
45,-524.7859545747443,200,0,0.9491,6
46,-551.2859545747438,200,0,0.9468,6
47,-16.493587047358357,13,1,0.9467,6
48,-547.7859545747433,200,0,0.9444,6
49,-20.799306138853233,17,1,0.9442,6
50,-534.2859545747438,200,0,0.9419,6
51,-372.85302774806854,142,1,0.9403,6
52,-81.59219932506485,47,1,0.9398,6
53,0.2707106813788407,3,1,0.9398,6
54,-108.1272077351809,54,1,0.9392,6
55,-495.28595457474455,200,0,0.9369,6
56,-107.97434818943351,52,1,0.9363,6
57,-337.630151382089,126,1,0.9349,6
58,-573.7859545747434,200,0,0.9326,6
59,-38.79289318621157,30,1,0.9323,6
60,-230.83725819587735,96,1,0.9312,6
61,-12.611438182989758,8,1,0.9311,6
62,-151.89150546391818,64,1,0.9304,6
63,-40.33431454896923,24,1,0.9301,6
64,-176.537952057024,79,1,0.9292,6
65,-3.8407275016109175,11,1,0.9291,6
66,-562.2859545747436,200,0,0.9268,6
67,-80.2100504606963,42,1,0.9264,6
68,-156.58578637242329,60,1,0.9257,6
69,-19.070016820232077,14,1,0.9255,6
70,-0.6878679558634779,9,1,0.9254,6
71,-23.14644659310579,15,1,0.9253,6
72,-19.646446593105797,15,1,0.9251,6
73,-211.5908115997912,87,1,0.9241,6
74,-282.6651597922051,133,1,0.9226,6
75,10.42357022712628,1,1,0.9226,8
76,-568.2859545747434,200,0,0.9203,8
77,-74.52218250483277,33,1,0.92,8
78,-126.66862909793863,48,1,0.9194,8
