episode,return,length,success,epsilon,curriculum_radius
0,-331.75,147,1,0.8603,4
1,-51.75,27,1,0.8347,4
2,-20.8125,20,1,0.8157,4
3,-366.75,162,1,0.6618,4
4,-29.75,13,1,0.6495,4
