setup_id,grid,gamma,sigma,epsilon_initial,epsilon_final,epsilon_decay,min_epsilon,alpha,batch_size,buffer_size,train_start,target_update_freq,hidden_dim,state_scale,double_dqn,max_steps,train_episodes,eval_episodes,train_final_success_rate,train_final_avg_discounted_return,train_final_avg_episode_length,eval_success_rate,eval_avg_discounted_return,eval_avg_episode_length,setup_folder,training_log_path,model_path
5,grid_configs\A1_grid.npy,0.9,0.1,1.0,0.05,0.995,0.05,0.001,64,50000,500,200,128,1.0,True,500,800,100,1.0,-6.635491743001646,20.55,0.99,-4.854874443051839,22.16,results\dueling_dqn\setup_05_A1_grid_gamma_0p9_sigma_0p1_eps_1p0_steps_500,results\dueling_dqn\setup_05_A1_grid_gamma_0p9_sigma_0p1_eps_1p0_steps_500\training_log.csv,results\dueling_dqn\setup_05_A1_grid_gamma_0p9_sigma_0p1_eps_1p0_steps_500\dueling_dqn_model.pt
