algo,grid,seed,episode,global_step,episode_return,episode_length,success,epsilon,mean_loss
DQN,deceptive_grid,0,290,28406,-18.0,32,1,0.6787,0.084703
DQN,deceptive_grid,0,291,28458,-28.0,52,1,0.6782,0.089149
DQN,deceptive_grid,0,292,28463,9.0,5,1,0.6781,0.099212
DQN,deceptive_grid,0,293,28493,-15.0,30,1,0.6778,0.090108
DQN,deceptive_grid,0,294,28548,-38.0,55,1,0.6771,0.116699
DQN,deceptive_grid,0,295,28659,-114.0,111,1,0.6759,0.094276
DQN,deceptive_grid,0,296,28688,-20.0,29,1,0.6756,0.085293
DQN,deceptive_grid,0,297,28690,11.0,2,1,0.6755,0.10166
DQN,deceptive_grid,0,298,28779,-90.0,89,1,0.6745,0.085167
DQN,deceptive_grid,0,299,28800,-15.0,21,1,0.6743,0.078299
DQN,deceptive_grid,0,300,28834,-23.0,34,1,0.6739,0.081937
DQN,deceptive_grid,0,301,28913,-55.0,79,1,0.673,0.083084
DQN,deceptive_grid,0,302,28962,-22.0,49,1,0.6725,0.080916
DQN,deceptive_grid,0,303,29015,-33.0,53,1,0.6719,0.103078
DQN,deceptive_grid,0,304,29068,-40.0,53,1,0.6713,0.095233
DQN,deceptive_grid,0,305,29111,-16.0,43,1,0.6708,0.075342
DQN,deceptive_grid,0,306,29193,-66.0,82,1,0.6698,0.079919
DQN,deceptive_grid,0,307,29225,-9.0,32,1,0.6695,0.06856
DQN,deceptive_grid,0,308,29278,-47.0,53,1,0.6689,0.068071
DQN,deceptive_grid,0,309,29340,-61.0,62,1,0.6682,0.07068
DQN,deceptive_grid,0,310,29387,-44.0,47,1,0.6676,0.060274
DQN,deceptive_grid,0,311,29417,-17.0,30,1,0.6673,0.072623
DQN,deceptive_grid,0,312,29492,-93.0,75,1,0.6665,0.066177
DQN,deceptive_grid,0,313,29513,-1.0,21,1,0.6662,0.101005
DQN,deceptive_grid,0,314,29537,-17.0,24,1,0.666,0.087047
DQN,deceptive_grid,0,315,29553,-6.0,16,1,0.6658,0.074801
DQN,deceptive_grid,0,316,29596,-18.0,43,1,0.6653,0.063577
DQN,deceptive_grid,0,317,29655,-44.0,59,1,0.6646,0.065018
DQN,deceptive_grid,0,318,29661,6.0,6,1,0.6645,0.060718
DQN,deceptive_grid,0,319,29717,-42.0,56,1,0.6639,0.061928
DQN,deceptive_grid,0,320,29790,-60.0,73,1,0.6631,0.056804
DQN,deceptive_grid,0,321,29826,-11.0,36,1,0.6627,0.05416
DQN,deceptive_grid,0,322,29886,-60.0,60,1,0.662,0.057181
DQN,deceptive_grid,0,323,29959,-51.0,73,1,0.6612,0.050821
DQN,deceptive_grid,0,324,29998,-25.0,39,1,0.6607,0.052071
DQN,deceptive_grid,0,325,30038,-17.0,40,1,0.6603,0.084199
DQN,deceptive_grid,0,326,30088,-37.0,50,1,0.6597,0.063914
DQN,deceptive_grid,0,327,30135,-46.0,47,1,0.6592,0.059665
DQN,deceptive_grid,0,328,30151,-9.0,16,1,0.659,0.052246
DQN,deceptive_grid,0,329,30183,-26.0,32,1,0.6586,0.049251
DQN,deceptive_grid,0,330,30213,-21.0,30,1,0.6583,0.050087
DQN,deceptive_grid,0,331,30295,-62.0,82,1,0.6574,0.050634
DQN,deceptive_grid,0,332,30339,-27.0,44,1,0.6569,0.045152
DQN,deceptive_grid,0,333,30360,-11.0,21,1,0.6566,0.045477
DQN,deceptive_grid,0,334,30411,-29.0,51,1,0.6561,0.050382
DQN,deceptive_grid,0,335,30440,-20.0,29,1,0.6557,0.049878
DQN,deceptive_grid,0,336,30448,7.0,8,1,0.6556,0.040601
DQN,deceptive_grid,0,337,30477,-14.0,29,1,0.6553,0.041353
DQN,deceptive_grid,0,338,30507,-20.0,30,1,0.655,0.052938
DQN,deceptive_grid,0,339,30561,-30.0,54,1,0.6544,0.057485
DQN,deceptive_grid,0,340,30605,-39.0,44,1,0.6539,0.046589
DQN,deceptive_grid,0,341,30621,0.0,16,1,0.6537,0.048899
DQN,deceptive_grid,0,342,30652,-5.0,31,1,0.6533,0.045931
DQN,deceptive_grid,0,343,30705,-53.0,53,1,0.6527,0.047405
DQN,deceptive_grid,0,344,30738,-16.0,33,1,0.6524,0.044422
DQN,deceptive_grid,0,345,30778,-29.0,40,1,0.6519,0.041628
DQN,deceptive_grid,0,346,30823,-26.0,45,1,0.6514,0.040833
DQN,deceptive_grid,0,347,30870,-31.0,47,1,0.6509,0.037193
DQN,deceptive_grid,0,348,30951,-64.0,81,1,0.65,0.040745
DQN,deceptive_grid,0,349,31009,-59.0,58,1,0.6493,0.041539
DQN,deceptive_grid,0,350,31025,0.0,16,1,0.6491,0.06171
DQN,deceptive_grid,0,351,31060,-16.0,35,1,0.6487,0.049486
DQN,deceptive_grid,0,352,31071,2.0,11,1,0.6486,0.04044
DQN,deceptive_grid,0,353,31162,-80.0,91,1,0.6476,0.042914
DQN,deceptive_grid,0,354,31199,-17.0,37,1,0.6472,0.042316
DQN,deceptive_grid,0,355,31254,-50.0,55,1,0.6465,0.04222
DQN,deceptive_grid,0,356,31277,-21.0,23,1,0.6463,0.039762
DQN,deceptive_grid,0,357,31304,-8.0,27,1,0.646,0.037089
DQN,deceptive_grid,0,358,31324,-3.0,20,1,0.6457,0.038335
DQN,deceptive_grid,0,359,31340,1.0,16,1,0.6456,0.039559
DQN,deceptive_grid,0,360,31373,-25.0,33,1,0.6452,0.037121
DQN,deceptive_grid,0,361,31405,-14.0,32,1,0.6448,0.032678
DQN,deceptive_grid,0,362,31418,1.0,13,1,0.6447,0.032766
DQN,deceptive_grid,0,363,31445,-10.0,27,1,0.6444,0.040578
DQN,deceptive_grid,0,364,31499,-35.0,54,1,0.6438,0.036712
DQN,deceptive_grid,0,365,31588,-99.0,89,1,0.6428,0.0499
