setup_id,episode,discounted_return,episode_length,success,epsilon,mean_loss,rolling_return,rolling_success_rate,rolling_episode_length,rolling_loss
4,1,-23.95999565531298,145,1,1.0,nan,-23.95999565531298,1.0,145.0,nan
4,2,-19.662476524285392,500,0,0.995,1.2467409541753873,-21.811236089799188,0.5,322.5,1.2467409541753873
4,3,-27.534235831120462,500,0,0.990025,0.36584319147467614,-23.71890267023961,0.3333333333333333,381.6666666666667,0.8062920728250318
4,4,-23.445850945319297,500,0,0.985074875,0.2924488597214222,-23.65063973900953,0.25,411.25,0.6350110017904953
4,5,-19.170189342509456,500,0,0.9801495006250001,0.30345914059877394,-22.754549659709518,0.2,429.0,0.552123036492565
4,6,-24.97871365747048,454,1,0.9752487531218751,0.3488907139206773,-23.125243659336345,0.3333333333333333,433.1666666666667,0.5114765719781874
4,7,-32.60954577667606,392,1,0.9703725093562657,0.3656407325547569,-24.480143961813447,0.42857142857142855,427.2857142857143,0.487170598740949
4,8,-24.71854575186032,500,0,0.9655206468094844,0.335757260620594,-24.509944185569307,0.375,436.375,0.4655401218666126
4,9,-30.74183335856906,500,0,0.960693043575437,0.3033929611444473,-25.20237631590261,0.3333333333333333,443.44444444444446,0.44527172677634186
4,10,-31.169403754715876,500,0,0.9558895783575597,0.2800322516039014,-25.799079059783942,0.3,449.1,0.42691178509051514
4,11,-23.912486003950654,447,1,0.9511101304657719,0.26412358167487504,-25.627570600162734,0.36363636363636365,448.90909090909093,0.41063296474895117
4,12,-31.17186246497815,500,0,0.946354579813443,0.2601950344443321,-26.089594922230688,0.3333333333333333,453.1666666666667,0.3969567892667131
4,13,-30.575553736960796,500,0,0.9416228069143757,0.24457437548041344,-26.434668677209928,0.3076923076923077,456.7692307692308,0.3842582547845214
4,14,-20.448471540290907,198,1,0.9369146928798039,0.2174558305285043,-26.007083167429993,0.35714285714285715,438.2857142857143,0.37142729907252003
4,15,-26.254359766563134,500,0,0.9322301194154049,0.22500908877700568,-26.023568274038873,0.3333333333333333,442.4,0.3609688554799833
4,16,-30.822734696716537,500,0,0.9275689688183278,0.23271842179447413,-26.323516175456223,0.3125,446.0,0.35241882656761603
4,17,-26.647138799224543,500,0,0.9229311239742362,0.2247544460222125,-26.34255280038377,0.29411764705882354,449.1764705882353,0.34443980278352837
4,18,-17.713457110504166,16,1,0.918316468354365,0.21893011289648712,-25.86315859539046,0.3333333333333333,425.1111111111111,0.3370568798489965
4,19,-24.766596358922527,500,0,0.9137248860125932,0.2192329265624285,-25.805444793471096,0.3157894736842105,429.05263157894734,0.3305111046664094
4,20,-21.853755261511637,500,0,0.9091562615825302,0.22171905786916613,-25.607860316873122,0.3,432.6,0.3247852074665545
4,21,-30.48078601903113,396,1,0.9046104802746175,0.21153312104029787,-25.839904397928265,0.3333333333333333,430.85714285714283,0.31912260314524166
4,22,-35.84746424269289,500,0,0.9000874278732445,0.20882992946356535,-26.294793481781202,0.3181818181818182,434.0,0.3138705710651618
4,23,-27.32259211193095,500,0,0.8955869907338783,0.21104673782736064,-26.339480378744234,0.30434782608695654,436.8695652173913,0.3091967604634436
4,24,-23.03075607400492,500,0,0.8911090557802088,0.1994016277566552,-26.201616866046763,0.2916666666666667,439.5,0.3044230590414093
4,25,-23.210307397659598,412,1,0.8866535105013078,0.20528537847861214,-26.081964487311275,0.32,438.4,0.3002923223512928
4,26,-19.710909461946525,500,0,0.8822202429488013,0.19838533860072494,-25.83692390941263,0.3076923076923077,440.7692307692308,0.2962160430012701
4,27,-28.50762016312112,500,0,0.8778091417340573,0.19333794432133436,-25.935838585475906,0.2962962962962963,442.962962962963,0.2922591930520418
4,28,-20.337755487534977,54,1,0.8734200960253871,0.22553871703092698,-25.73590704626373,0.32142857142857145,429.07142857142856,0.289788064310519
4,29,-17.585133383704104,500,0,0.8690529955452602,0.20989122560061516,-25.454845885485813,0.3103448275862069,431.51724137931035,0.2869346057851653
