episode,return,length,success,epsilon,curriculum_radius
0,-61.473888888888894,39,1,0.9997,4
1,-504.22222222222223,200,0,0.998,4
2,1.9955555555555566,4,1,0.9979,4
3,-556.0833333333333,200,0,0.9962,4
4,-560.2777777777779,200,0,0.9945,4
5,-548.0833333333333,200,0,0.9928,4
6,-19.171666666666663,17,1,0.9927,4
7,-44.278888888888886,26,1,0.9925,4
8,-166.00944444444445,71,1,0.9919,4
9,-524.0833333333334,200,0,0.9902,4
10,11.038333333333334,3,1,0.9902,4
11,-345.1516666666667,149,1,0.9889,4
12,-24.154444444444444,14,1,0.9888,4
13,7.997777777777777,2,1,0.9888,4
14,-451.6938888888889,187,1,0.9872,4
15,-479.68944444444446,183,1,0.9856,4
16,10.982777777777779,3,1,0.9856,4
17,12.025555555555556,2,1,0.9856,4
18,-18.184444444444445,16,1,0.9854,4
19,-9.053888888888885,11,1,0.9854,4
20,-536.1111111111111,200,0,0.9837,4
21,-326.0788888888889,146,1,0.9824,4
22,-0.06666666666666643,10,1,0.9823,4
23,-57.293888888888894,27,1,0.9821,4
24,-0.03444444444444272,6,1,0.9821,4
25,-43.291666666666664,25,1,0.9818,4
26,-40.27444444444444,22,1,0.9817,4
27,-636.0833333333334,200,0,0.98,4
28,-43.37944444444444,29,1,0.9797,4
29,2.9505555555555567,7,1,0.9797,4
30,10.051111111111112,4,1,0.9796,4
31,-588.1388888888891,200,0,0.9779,4
32,-63.47166666666668,37,1,0.9776,4
33,-508.0833333333333,200,0,0.9759,4
34,-492.3055555555555,200,0,0.9742,4
35,-95.67944444444447,49,1,0.9738,6
36,-552.1111111111113,200,0,0.9721,6
37,-49.29388888888889,27,1,0.9719,6
38,-74.42444444444446,32,1,0.9716,6
39,-3.051666666666664,9,1,0.9715,6
40,-580.3055555555554,200,0,0.9698,6
41,-532.25,200,0,0.9681,6
42,-444.13888888888886,200,0,0.9664,6
43,-472.16666666666663,200,0,0.9647,6
44,-484.24999999999994,200,0,0.963,6
45,-50.39222222222222,28,1,0.9628,6
46,-488.33333333333326,200,0,0.9611,6
47,-536.3333333333333,200,0,0.9594,6
48,-540.0833333333333,200,0,0.9577,6
49,-30.364444444444445,28,1,0.9575,6
50,-336.10888888888894,148,1,0.9562,6
51,-76.45444444444445,34,1,0.9559,6
52,-69.4738888888889,39,1,0.9556,6
53,-524.0277777777777,200,0,0.9539,6
54,-33.26166666666666,23,1,0.9537,6
55,-130.76111111111112,60,1,0.9532,6
56,-329.83444444444444,126,1,0.9521,6
57,-508.0833333333333,200,0,0.9504,6
58,-266.55833333333334,115,1,0.9495,6
59,-12.182222222222222,14,1,0.9493,6
60,-66.52111111111113,44,1,0.949,6
61,-76.6066666666667,46,1,0.9486,6
62,-20.126666666666665,14,1,0.9485,6
63,-504.2777777777777,200,0,0.9468,6
64,-58.401111111111106,36,1,0.9465,6
65,-460.0833333333333,200,0,0.9448,6
66,-536.1111111111111,200,0,0.9431,6
67,-480.05555555555554,200,0,0.9414,6
68,-49.206111111111106,23,1,0.9412,6
69,10.982777777777779,3,1,0.9412,6
70,-7.079444444444443,9,1,0.9411,6
71,-600.2222222222224,200,0,0.9394,6
72,-464.33333333333326,200,0,0.9377,6
73,-432.2777777777777,200,0,0.936,6
74,11.038333333333334,3,1,0.936,6
75,-492.02777777777777,200,0,0.9343,6
76,-572.0277777777777,200,0,0.9326,6
77,-491.97222222222223,200,0,0.9309,6
78,8.95277777777778,5,1,0.9308,6
79,9.008333333333335,5,1,0.9308,6
80,-3.107222222222221,9,1,0.9307,6
81,-556.1388888888887,200,0,0.929,6
82,-53.26611111111111,27,1,0.9288,6
83,-83.41166666666668,33,1,0.9285,6
84,-20.126666666666665,14,1,0.9284,6
85,-520.1111111111111,200,0,0.9267,6
86,-532.1944444444443,200,0,0.925,6
87,-123.6516666666667,49,1,0.9246,6
88,-80.45888888888894,38,1,0.9243,6
89,-556.1944444444442,200,0,0.9226,6
90,-462.88666666666666,198,1,0.9209,6
91,-99.6838888888889,53,1,0.9204,6
92,-244.4361111111111,105,1,0.9195,6
93,-121.71833333333336,59,1,0.919,6
94,-11.051666666666664,9,1,0.919,6
95,7.010555555555556,3,1,0.9189,6
96,-392.27777777777766,200,0,0.9172,6
97,-99.47611111111112,41,1,0.9169,6
98,-144.99444444444447,70,1,0.9163,6
99,3.993333333333334,6,1,0.9162,6
100,-488.2222222222222,200,0,0.9146,6
101,-536.0,200,0,0.9129,6
