episode,return,length,success,epsilon,curriculum_radius
0,-62.0,39,1,0.9996,4
1,-508.0,200,0,0.9973,4
2,0.0,4,1,0.9973,4
3,-545.0,200,0,0.995,4
4,-593.0,200,0,0.9927,4
5,-644.0,200,0,0.9905,4
6,-9.5,10,1,0.9904,4
7,-72.0,33,1,0.99,4
8,-605.5,200,0,0.9877,4
9,-30.0,15,1,0.9875,4
10,-243.5,100,1,0.9864,4
11,-537.5,200,0,0.9842,4
12,6.0,6,1,0.9841,4
13,10.5,1,1,0.9841,4
14,-95.0,44,1,0.9836,4
15,-23.0,15,1,0.9834,4
16,10.5,1,1,0.9834,4
17,-45.0,29,1,0.9831,4
18,-4.0,8,1,0.983,4
19,-82.0,51,1,0.9824,4
20,-587.0,200,0,0.9801,4
21,-545.0,200,0,0.9779,4
22,-229.5,118,1,0.9765,4
23,-585.0,200,0,0.9743,4
24,-23.0,23,1,0.974,4
25,-167.5,96,1,0.9729,4
26,10.0,2,1,0.9729,4
27,-591.0,200,0,0.9707,4
28,-92.0,48,1,0.9701,4
29,-18.0,14,1,0.97,4
30,-9.0,14,1,0.9698,4
31,-34.0,22,1,0.9695,4
32,-505.5,200,0,0.9673,4
33,-13.5,14,1,0.9671,4
34,-213.0,90,1,0.9661,4
35,8.0,4,1,0.9661,4
36,4.5,4,1,0.966,4
37,-501.0,200,0,0.9638,4
38,-48.5,24,1,0.9635,4
39,-347.0,131,1,0.962,4
40,-631.5,200,0,0.9597,4
41,-141.0,74,1,0.9589,4
42,-205.0,98,1,0.9578,4
43,-414.5,200,0,0.9555,4
44,-411.0,152,1,0.9538,4
45,-479.5,200,0,0.9516,4
46,3.0,5,1,0.9515,4
47,-42.5,31,1,0.9511,4
48,-426.0,200,0,0.9489,4
49,-33.5,21,1,0.9486,4
50,-255.0,127,1,0.9472,4
51,-4.0,8,1,0.9471,4
52,-164.5,68,1,0.9463,4
53,-134.0,71,1,0.9455,4
54,-21.0,18,1,0.9453,4
55,0.0,9,1,0.9452,4
56,0.0,4,1,0.9452,4
57,-514.0,200,0,0.9429,4
58,-17.0,14,1,0.9428,4
59,0.5,8,1,0.9427,4
60,-3.0,8,1,0.9426,4
61,7.5,5,1,0.9425,4
62,-7.5,8,1,0.9424,6
63,8.0,4,1,0.9424,6
64,-10.5,12,1,0.9423,6
65,-34.5,20,1,0.942,6
66,-598.5,200,0,0.9398,6
67,-13.0,13,1,0.9396,6
68,-562.0,200,0,0.9374,6
69,10.5,1,1,0.9374,6
70,-626.5,200,0,0.9351,6
71,-3.0,8,1,0.935,6
72,-592.5,200,0,0.9327,6
73,-18.0,14,1,0.9326,6
74,4.5,4,1,0.9325,6
75,-3.0,8,1,0.9324,6
76,-370.0,144,1,0.9308,6
77,-497.0,200,0,0.9286,6
78,10.5,1,1,0.9285,6
79,-206.5,83,1,0.9276,6
80,-90.5,42,1,0.9271,6
81,-574.5,200,0,0.9249,6
82,-515.0,200,0,0.9226,6
83,-158.5,83,1,0.9217,6
84,9.5,3,1,0.9216,6
85,-498.0,192,1,0.9195,6
86,-23.0,15,1,0.9193,6
87,-434.5,175,1,0.9173,6
88,5.0,8,1,0.9172,6
89,-263.0,103,1,0.9161,6
90,-7.5,8,1,0.916,6
91,-100.0,61,1,0.9153,6
92,-140.5,62,1,0.9146,6
93,-130.0,56,1,0.9139,6
94,2.5,6,1,0.9139,6
95,-2.0,6,1,0.9138,6
96,-507.5,200,0,0.9115,6
97,-280.5,106,1,0.9103,6
98,-45.0,29,1,0.91,8
99,-13.0,10,1,0.9099,8
100,-7.5,8,1,0.9098,8
101,-141.0,66,1,0.9091,8
102,-512.0,200,0,0.9068,8
103,-442.5,188,1,0.9047,8
104,-312.5,149,1,0.903,8
105,-36.5,27,1,0.9027,8
106,-552.0,200,0,0.9004,8
107,-568.0,200,0,0.8982,8
108,10.5,1,1,0.8982,8
109,-128.0,38,1,0.8977,8
110,10.5,1,1,0.8977,8
111,-556.5,200,0,0.8955,8
112,-340.0,143,1,0.8938,8
113,-245.0,106,1,0.8926,8
114,-3.0,13,1,0.8925,8
115,-14.5,19,1,0.8923,8
116,-423.5,168,1,0.8904,8
117,-258.5,116,1,0.8891,8
