episode,return,length,success,epsilon,curriculum_radius
0,-440.1578947368421,200,0,0.9983,4
1,-412.1315789473684,200,0,0.9966,4
2,-516.078947368421,200,0,0.9949,4
3,-198.4397368421053,103,1,0.994,4
4,-122.73473684210528,56,1,0.9936,4
5,-376.21052631578954,200,0,0.9919,4
6,-33.29973684210526,27,1,0.9916,4
7,-336.0526315789474,200,0,0.9899,4
8,-368.10526315789474,200,0,0.9882,4
9,-444.18421052631584,200,0,0.9865,4
10,-532.1315789473683,200,0,0.9849,4
11,-35.22868421052631,17,1,0.9847,4
12,-512.2631578947369,200,0,0.983,4
13,-444.07894736842115,200,0,0.9813,4
14,-455.99999999999994,200,0,0.9796,4
15,10.981315789473685,3,1,0.9796,4
16,-564.0263157894736,200,0,0.9779,4
17,-290.02473684210526,142,1,0.9767,4
18,-380.13157894736844,200,0,0.975,4
19,-85.59973684210526,47,1,0.9746,4
20,-552.1052631578948,200,0,0.9729,4
21,-496.15789473684225,200,0,0.9712,4
22,-420.13157894736844,200,0,0.9695,4
23,-512.2631578947369,200,0,0.9678,4
24,-14.07473684210526,12,1,0.9677,4
25,1.9926315789473694,4,1,0.9677,4
26,-400.421052631579,200,0,0.966,4
27,-253.57105263157897,110,1,0.965,4
28,-312.2010526315789,152,1,0.9638,4
29,12.022631578947369,2,1,0.9637,4
30,-395.906052631579,199,1,0.9621,4
31,-436.02631578947353,200,0,0.9604,4
32,-84.76473684210526,58,1,0.9599,4
33,-21.206052631578945,19,1,0.9597,4
34,-528.2105263157895,200,0,0.958,4
35,-80.72368421052632,50,1,0.9576,4
36,-153.15105263157898,82,1,0.9569,4
37,-107.86236842105262,61,1,0.9564,4
38,-592.3157894736839,200,0,0.9547,4
39,-400.1578947368422,200,0,0.953,4
40,-404.0263157894736,200,0,0.9513,4
41,-392.0526315789472,200,0,0.9496,4
42,-133.83973684210528,63,1,0.949,4
43,-384.0526315789474,200,0,0.9474,4
44,-432.15789473684214,200,0,0.9457,4
45,-388.1842105263158,200,0,0.944,4
46,-380.02631578947353,200,0,0.9423,4
47,-212.64973684210528,117,1,0.9413,4
48,-440.05263157894734,200,0,0.9396,4
49,-464.0,200,0,0.9379,4
50,-375.94736842105254,200,0,0.9362,4
51,-77.53236842105264,39,1,0.9358,4
52,4.97763157894737,5,1,0.9358,4
53,-388.1842105263159,200,0,0.9341,4
54,-386.74473684210517,190,1,0.9325,4
55,-416.0526315789473,200,0,0.9308,4
56,-358.8573684210527,194,1,0.9292,4
57,-428.13157894736844,200,0,0.9275,4
58,-24.27736842105263,22,1,0.9273,4
59,-424.05263157894734,200,0,0.9256,4
60,-436.23684210526324,200,0,0.9239,4
61,-492.0263157894736,200,0,0.9222,4
62,-352.157894736842,200,0,0.9205,4
63,-85.56605263157894,43,1,0.9201,4
64,-440.0526315789473,200,0,0.9184,4
65,-520.1052631578948,200,0,0.9167,4
66,-496.1052631578948,200,0,0.915,4
67,-24.191052631578945,18,1,0.9149,4
68,-375.9999999999999,200,0,0.9132,4
69,12.022631578947369,2,1,0.9132,4
70,-436.1315789473685,200,0,0.9115,4
71,-196.1697368421053,85,1,0.9108,4
72,3.936315789473687,6,1,0.9107,4
73,-35.20973684210526,21,1,0.9105,4
74,-128.87736842105267,62,1,0.91,4
75,-467.97368421052636,200,0,0.9083,4
76,-396.0789473684209,200,0,0.9066,4
77,-452.0789473684209,200,0,0.9049,4
78,-476.0789473684212,200,0,0.9032,4
79,-456.00000000000006,200,0,0.9015,4
80,-388.07894736842115,200,0,0.8998,4
81,-235.45473684210532,104,1,0.8989,4
82,-146.106052631579,79,1,0.8983,4
83,-491.9736842105263,200,0,0.8966,4
84,-404.1842105263158,200,0,0.8949,4
85,-3.0223684210526294,5,1,0.8948,4
86,-472.1578947368422,200,0,0.8931,4
87,-348.1315789473684,200,0,0.8914,4
88,-360.10526315789474,200,0,0.8897,4
89,-372.1842105263159,200,0,0.888,4
90,-299.1523684210526,147,1,0.8868,4
91,-439.9999999999999,200,0,0.8851,4
92,-388.13157894736844,200,0,0.8834,4
93,-456.0526315789474,200,0,0.8817,4
94,-412.1315789473684,200,0,0.88,4
95,-424.10526315789474,200,0,0.8783,4
96,-68.40473684210527,34,1,0.878,4
97,-212.496052631579,105,1,0.8771,4
98,-496.10526315789474,200,0,0.8754,4
99,-112.82473684210527,62,1,0.8749,4
100,-472.10526315789474,200,0,0.8732,4
101,-16.071052631578944,10,1,0.8731,4
102,-240.76236842105266,121,1,0.8721,4
103,-2.1010526315789466,12,1,0.872,4
104,-234.70605263157898,119,1,0.871,4
105,-400.1578947368422,200,0,0.8693,4
106,-216.46973684210536,105,1,0.8684,4
107,-230.646052631579,115,1,0.8674,4
108,-392.05263157894734,200,0,0.8657,4
109,-29.17236842105263,15,1,0.8656,4
110,-321.276052631579,157,1,0.8643,4
111,-376.0526315789474,200,0,0.8626,4
112,-18.187368421052632,16,1,0.8624,4
113,-15.02973684210526,9,1,0.8624,4
114,-169.27105263157898,90,1,0.8616,4
115,-384.1578947368421,200,0,0.8599,4
116,-34.25473684210526,24,1,0.8597,4
117,-436.078947368421,200,0,0.858,4
118,1.9926315789473694,4,1,0.858,4
119,-286.25736842105255,154,1,0.8567,4
120,-208.64236842105274,113,1,0.8557,4
121,-424.0526315789474,200,0,0.854,4
122,-169.30473684210534,94,1,0.8532,4
123,-81.65973684210526,51,1,0.8528,4
124,-43.20973684210526,21,1,0.8526,4
125,-440.00000000000006,200,0,0.8509,4
126,-338.3847368421051,166,1,0.8495,4
127,-229.18236842105267,149,1,0.8482,4
128,-0.1236842105263154,10,1,0.8482,4
129,-18.134736842105262,16,1,0.848,4
130,-328.1052631578947,200,0,0.8463,4
131,-324.07894736842115,200,0,0.8446,4
132,-408.1578947368421,200,0,0.8429,4
133,-35.14236842105263,13,1,0.8428,4
134,-24.311052631578946,26,1,0.8426,4
135,-524.1315789473684,200,0,0.8409,4
136,-32.34473684210526,30,1,0.8406,4
137,-57.62605263157894,47,1,0.8402,4
138,-47.26973684210526,25,1,0.84,4
139,-356.1315789473683,200,0,0.8383,4
140,1.9589473684210539,8,1,0.8383,4
141,-151.241052631579,88,1,0.8375,4
142,-167.27473684210528,92,1,0.8367,4
143,-234.586052631579,111,1,0.8358,4
144,-403.97368421052624,200,0,0.8341,4
145,-32.311052631578946,26,1,0.8339,4
146,-10.101052631578945,12,1,0.8338,4
147,13.011315789473684,1,1,0.8338,4
148,7.007631578947369,3,1,0.8337,4
149,1.9926315789473694,4,1,0.8337,4
150,-140.97105263157894,70,1,0.8331,4
151,-79.50973684210526,41,1,0.8328,4
152,-374.41105263157885,166,1,0.8314,4
153,-205.811052631579,126,1,0.8303,4
154,-388.1315789473684,200,0,0.8286,4
155,0.9702631578947383,9,1,0.8285,4
156,-25.17973684210526,19,1,0.8284,4
157,0.0152631578947382,6,1,0.8283,4
158,-124.81736842105268,58,1,0.8278,4
159,-204.49605263157898,105,1,0.8269,4
160,-61.71973684210526,55,1,0.8265,6
161,-456.10526315789474,200,0,0.8248,6
162,-149.7871052631579,63,1,0.8242,6
163,-234.68710526315795,123,1,0.8232,6
164,-12.131052631578946,14,1,0.8231,6
165,-105.69342105263158,55,1,0.8226,6
166,-325.9121052631578,138,1,0.8214,6
167,-19.176052631578944,17,1,0.8213,6
168,-407.9473684210525,200,0,0.8196,6
169,-120.91105263157894,66,1,0.819,6
170,-14.12736842105263,12,1,0.8189,6
171,-86.70842105263158,56,1,0.8185,6
172,-59.36342105263158,33,1,0.8182,6
173,-87.59605263157894,45,1,0.8178,6
174,-9.078684210526315,7,1,0.8177,6
175,-7.02973684210526,9,1,0.8177,6
176,-424.00000000000006,200,0,0.816,6
177,-407.89473684210526,200,0,0.8143,6
178,-447.89473684210515,200,0,0.8126,6
179,-35.38236842105263,29,1,0.8123,6
180,-123.8771052631579,69,1,0.8117,6
181,-29.206052631578945,19,1,0.8116,6
182,-37.326052631578946,27,1,0.8113,6
183,-8.104736842105261,14,1,0.8112,6
184,-227.45473684210532,104,1,0.8103,6
185,-392.00000000000006,200,0,0.8087,6
186,-404.13157894736827,200,0,0.807,6
187,-15.09710526315789,17,1,0.8068,6
188,-324.1315789473684,200,0,0.8051,6
189,-319.89473684210526,200,0,0.8034,6
190,-436.0263157894737,200,0,0.8017,6
191,7.007631578947369,3,1,0.8017,6
192,-24.15736842105263,14,1,0.8016,6
193,-32.13842105263157,18,1,0.8014,6
194,-395.92105263157873,200,0,0.7997,6
195,-392.05263157894746,200,0,0.798,6
196,-419.9736842105262,200,0,0.7963,6
197,-332.0263157894737,200,0,0.7946,6
198,-159.10210526315794,84,1,0.7939,6
199,-25.35236842105263,27,1,0.7937,6
200,-392.10526315789474,200,0,0.792,6
201,-37.273421052631576,27,1,0.7918,6
202,-364.13157894736844,200,0,0.7901,6
203,12.022631578947369,2,1,0.7901,6
204,-98.56210526315789,48,1,0.7897,6
205,-76.47210526315789,42,1,0.7893,6
206,-212.46236842105267,101,1,0.7884,6
207,-112.94473684210526,70,1,0.7878,6
208,-74.52842105263157,44,1,0.7875,6
209,3.0002631578947376,7,1,0.7874,6
210,-331.52710526315786,179,1,0.7859,6
211,-339.97368421052624,200,0,0.7842,6
212,-201.5784210526316,114,1,0.7832,6
213,-356.0789473684211,200,0,0.7815,6
214,-288.77710526315775,129,1,0.7804,6
215,-41.266052631578944,23,1,0.7802,6
216,-151.1884210526316,88,1,0.7795,6
217,-125.78710526315791,63,1,0.779,6
218,-158.47342105263166,107,1,0.7781,6
219,-335.99999999999994,200,0,0.7764,6
220,-343.9473684210526,200,0,0.7747,6
221,-355.9210526315789,200,0,0.773,6
222,-33.35236842105263,27,1,0.7727,6
223,-187.2484210526317,92,1,0.772,6
224,-226.7734210526316,127,1,0.7709,6
225,-216.77710526315795,129,1,0.7698,6
226,-59.44973684210526,37,1,0.7695,6
227,-41.33342105263158,31,1,0.7692,6
228,5.030263157894738,5,1,0.7692,6
229,-4.131052631578946,14,1,0.769,6
230,-104.61842105263158,50,1,0.7686,8
231,-49.36710526315789,35,1,0.7683,8
232,-68.7121052631579,58,1,0.7678,8
233,1.0039473684210538,5,1,0.7678,8
234,-47.1307894736842,21,1,0.7676,8
235,-375.9473684210526,200,0,0.7659,8
236,-209.6794736842106,126,1,0.7648,8
237,-20.09736842105263,10,1,0.7648,8
238,-328.1052631578948,200,0,0.7631,8
239,-360.0,200,0,0.7614,8
240,-125.95973684210533,71,1,0.7608,8
241,-72.79105263157895,58,1,0.7603,8
242,-115.87710526315789,69,1,0.7597,8
243,-47.35605263157895,29,1,0.7594,8
244,-98.76842105263158,60,1,0.7589,8
245,-96.47947368421052,46,1,0.7585,8
246,-152.99736842105267,70,1,0.758,8
247,-376.4894736842104,180,1,0.7564,8
