episode,return,length,success,epsilon,curriculum_radius
0,-61.617213378349945,40,1,0.9995,4
1,-438.45741532544343,168,1,0.9976,4
2,-304.94592104107176,125,1,0.9962,4
3,-462.2432017351194,200,0,0.994,4
4,-417.73334281643304,200,0,0.9917,4
5,-417.4168396765991,200,0,0.9894,4
6,-89.7715167229375,55,1,0.9888,4
7,-435.4774601608519,200,0,0.9866,4
8,-188.43725825548185,72,1,0.9858,4
9,-400.91743776400926,167,1,0.9839,4
10,-480.72255879143916,200,0,0.9816,4
11,-55.237202159066996,34,1,0.9812,4
12,-147.8258200675251,64,1,0.9805,4
13,-0.27429212530454095,4,1,0.9804,4
14,-322.8459771374865,150,1,0.9787,4
15,-511.5260444531844,200,0,0.9765,4
16,-448.73110936333796,200,0,0.9742,4
17,-524.1441268622879,200,0,0.972,4
18,-446.24412684142607,200,0,0.9697,4
19,-514.9003365784888,200,0,0.9674,4
20,-387.3755537892388,200,0,0.9652,4
21,-65.437202159067,36,1,0.9648,4
22,4.225707874695459,4,1,0.9647,4
23,-407.3361742943529,200,0,0.9625,4
24,8.294280906021594,3,1,0.9624,4
25,-240.0887861977024,128,1,0.961,4
26,-528.5628634343549,200,0,0.9587,4
27,-451.07141400625363,200,0,0.9565,4
28,-456.1107935011391,200,0,0.9542,4
29,-211.8202131663763,120,1,0.9528,4
30,-320.22310076157294,140,1,0.9513,4
31,-406.4412392253683,200,0,0.949,4
32,-23.82287637591362,12,1,0.9489,4
33,-25.877179720501108,21,1,0.9486,4
34,-464.1625363528734,200,0,0.9464,4
35,-566.1365013966954,200,0,0.9441,4
36,-466.0996824155257,200,0,0.9418,4
37,9.86285393734773,2,1,0.9418,4
38,-472.868909609815,200,0,0.9396,4
39,-386.1843753670656,174,1,0.9376,4
40,-301.7764228617155,151,1,0.9359,4
41,-415.44821054885836,184,1,0.9338,4
42,-420.21460626522764,200,0,0.9315,4
43,-38.762910033762424,33,1,0.9312,4
44,-43.05719093978402,30,1,0.9308,4
45,-108.80294369161138,50,1,0.9303,4
46,-382.3603028997785,187,1,0.9281,4
47,-510.1803477977717,200,0,0.9259,4
48,-421.94064117968134,200,0,0.9236,4
49,-481.648920829098,200,0,0.9214,4
50,-445.18034779777196,200,0,0.9191,4
51,10.431426968673865,1,1,0.9191,4
52,-322.44151023129666,156,1,0.9173,4
53,-63.754359441002165,42,1,0.9168,4
54,-317.5374265447264,156,1,0.9151,4
55,-431.96035901705454,200,1,0.9128,4
56,-432.6130269542341,200,0,0.9106,4
57,-437.9949445451301,200,0,0.9083,4
58,-460.1489208290981,200,0,0.906,4
59,-484.9558921108644,200,0,0.9038,4
60,-25.13431456387043,17,1,0.9036,4
