setup_id,grid,gamma,sigma,epsilon_initial,epsilon_final,epsilon_decay,min_epsilon,alpha,batch_size,buffer_size,train_start,target_update_freq,hidden_dim,state_scale,double_dqn,max_steps,train_episodes,eval_episodes,train_final_success_rate,train_final_avg_discounted_return,train_final_avg_episode_length,eval_success_rate,eval_avg_discounted_return,eval_avg_episode_length,setup_folder,training_log_path,model_path
1,grid_configs\small_grid.npy,0.9,0.0,1.0,0.22229219984074702,0.995,0.05,0.001,64,50000,500,200,128,1.0,True,50,300,20,1.0,1.1783437749841033,5.94,1.0,4.8130669,4.0,results\dueling_dqn\setup_01_small_grid_gamma_0p9_sigma_0p0_eps_1p0_steps_50,results\dueling_dqn\setup_01_small_grid_gamma_0p9_sigma_0p0_eps_1p0_steps_50\training_log.csv,results\dueling_dqn\setup_01_small_grid_gamma_0p9_sigma_0p0_eps_1p0_steps_50\dueling_dqn_model.pt
