setup_id,grid,gamma,sigma,epsilon_initial,epsilon_final,epsilon_decay,min_epsilon,alpha,batch_size,buffer_size,train_start,target_update_freq,hidden_dim,state_scale,double_dqn,max_steps,train_episodes,eval_episodes,train_final_success_rate,train_final_avg_discounted_return,train_final_avg_episode_length,eval_success_rate,eval_avg_discounted_return,eval_avg_episode_length,setup_folder,training_log_path,model_path
1,grid_configs\super_hard.npy,0.9,0.1,1.0,0.05,0.995,0.05,0.001,16,50000,20,20,128,1.0,True,1000,1000,2,0.33,-11.081255852631891,738.92,0.0,-10.094971312931417,1000.0,results\dueling_dqn\setup_01_super_hard_gamma_0p9_sigma_0p1_eps_1p0_steps_1000,results\dueling_dqn\setup_01_super_hard_gamma_0p9_sigma_0p1_eps_1p0_steps_1000\training_log.csv,results\dueling_dqn\setup_01_super_hard_gamma_0p9_sigma_0p1_eps_1p0_steps_1000\dueling_dqn_model.pt
