setup_id,episode,discounted_return,episode_length,success,epsilon,mean_loss,rolling_return,rolling_success_rate,rolling_episode_length,rolling_loss
1,1,-18.012001953612323,1000,0,1.0,0.816161795858214,-18.012001953612323,0.0,1000.0,0.816161795858214
1,2,-16.201346468820596,1000,0,0.995,0.6394143219292164,-17.106674211216458,0.0,1000.0,0.7277880588937152
1,3,-20.066176951266243,1000,0,0.990025,0.6126849417090416,-18.093175124566386,0.0,1000.0,0.6894203531654908
1,4,-16.71145518107274,336,1,0.985074875,0.563087374925436,-17.747745138692974,0.25,834.0,0.6578371086054771
1,5,-14.603878639641616,1000,0,0.9801495006250001,0.5482183564230799,-17.118971838882704,0.2,867.2,0.6359133581689976
1,6,-14.962186652058675,1000,0,0.9752487531218751,0.48400355349481106,-16.7595076410787,0.16666666666666666,889.3333333333334,0.6105950573899666
1,7,-15.657516668084776,1000,0,0.9703725093562657,0.3639329390525818,-16.602080359222423,0.14285714285714285,905.1428571428571,0.5753576119131972
1,8,-11.444940699234824,1000,0,0.9655206468094844,0.27826332992315295,-15.957437901723974,0.125,917.0,0.5382208266644417
1,9,-17.957414204597374,1000,0,0.960693043575437,0.2381559500209987,-16.17965749093213,0.1111111111111111,926.2222222222222,0.5048802848151702
1,10,-22.430927194522305,1000,0,0.9558895783575597,0.20386661436967551,-16.804784461291145,0.1,933.6,0.4747789177706208
1,11,-28.322372689805416,1000,0,0.9511101304657719,0.17304997960012405,-17.851837936610625,0.09090909090909091,939.6363636363636,0.44734901430057566
1,12,-30.741352398616765,1000,0,0.946354579813443,0.16702570721693338,-18.9259641417778,0.08333333333333333,944.6666666666666,0.42398873871027215
1,13,-15.364719613759853,1000,0,0.9416228069143757,0.1450563310403377,-18.65202225500719,0.07692307692307693,948.9230769230769,0.40253239965873877
1,14,-27.464790448752055,1000,0,0.9369146928798039,0.1543670072266832,-19.28150569741754,0.07142857142857142,952.5714285714286,0.3848063001993062
1,15,-19.544604313520903,1000,0,0.9322301194154049,0.14947771465266124,-19.29904560515776,0.06666666666666667,955.7333333333333,0.3691177278295299
1,16,-20.703478060901652,1000,0,0.9275689688183278,0.13656943315966055,-19.386822633641756,0.0625,958.5,0.354583459412663
1,17,-14.726797957146408,1000,0,0.9229311239742362,0.13353762097749858,-19.112703535024384,0.058823529411764705,960.9411764705883,0.3415807630341239
1,18,-23.38387643602011,1000,0,0.918316468354365,0.12868777519697325,-19.349990918413035,0.05555555555555555,963.1111111111111,0.3297533748209489
1,19,-15.196930039199389,1000,0,0.9137248860125932,0.12634066670271568,-19.131408766875474,0.05263157894736842,965.0526315789474,0.3190474428147261
1,20,-18.812848088052657,1000,0,0.9091562615825302,0.12574658215185627,-19.115480732934333,0.05,966.8,0.3093823997815826
1,21,-16.96452909491026,1000,0,0.9046104802746175,0.13495444661891087,-19.013054464456996,0.047619047619047616,968.3809523809524,0.30107630677383634
1,22,-11.545380499871772,1000,0,0.9000874278732445,0.12799599820026197,-18.673614738794033,0.045454545454545456,969.8181818181819,0.29320902002049204
1,23,-17.609784854631886,1000,0,0.8955869907338783,0.12223450323008,-18.62736126556959,0.043478260869565216,971.1304347826087,0.2857753453774307
1,24,-18.36901540042624,1000,0,0.8911090557802088,0.12910540237347595,-18.61659685452195,0.041666666666666664,972.3333333333334,0.2792474310855992
1,25,-12.222448741208199,1000,0,0.8866535105013078,0.11724936309352052,-18.3608309299894,0.04,973.44,0.27276750836591607
1,26,-14.155346271577587,1000,0,0.8822202429488013,0.11455938986095134,-18.199081520050484,0.038461538461538464,974.4615384615385,0.26668258073110973
1,27,-16.184987894842322,1000,0,0.8778091417340573,0.12453817162523047,-18.124485459857592,0.037037037037037035,975.4074074074074,0.26141797298644753
1,28,-17.561919510230215,1000,0,0.8734200960253871,0.11618421120196581,-18.10439381879947,0.03571428571428571,976.2857142857143,0.25623105292271603
1,29,-20.19080290952939,1000,0,0.8690529955452602,0.10810273483709898,-18.176338959859123,0.034482758620689655,977.1034482758621,0.251123179885281
1,30,-17.19708863859758,1000,0,0.8647077305675338,0.10402561970171519,-18.14369728248374,0.03333333333333333,977.8666666666667,0.2462199278791621
1,31,-20.21262431161576,1000,0,0.8603841919146962,0.11570179198076949,-18.210436864068644,0.03225806451612903,978.5806451612904,0.2420096654308269
1,32,-14.21689772223848,1000,0,0.8560822709551227,0.12217539379233494,-18.08563876588645,0.03125,979.25,0.23826484444212398
1,33,-28.96214525756327,1000,0,0.851801859600347,0.10999813484400511,-18.41522987169484,0.030303030303030304,979.8787878787879,0.2343779744543022
1,34,-15.981252103005831,1000,0,0.8475428503023453,0.11070882150740363,-18.34364229026281,0.029411764705882353,980.4705882352941,0.23074064642645223
1,35,-15.393482139571704,1000,0,0.8433051360508336,0.1133148552753264,-18.259352000243066,0.02857142857142857,981.0285714285715,0.22738562382213434
1,36,-14.750952781745875,1000,0,0.8390886103705794,0.1087474981076084,-18.161896466395923,0.027777777777777776,981.5555555555555,0.22409012033006417
1,37,-16.96540153477217,1000,0,0.8348931673187264,0.10308180407201871,-18.129558765541226,0.02702702702702703,982.0540540540541,0.22081962529606297
1,38,-13.635577391022474,95,1,0.8307187014821328,0.09770639129473191,-18.011296097790733,0.05263157894736842,958.7105263157895,0.21757980334865953
